Model,MAE,RMSE,SMAPE (%),R2
SARIMA-PSO-TCN,9.111051491919744,12.757256667896307,29.741413818129814,0.8804952813699689
SARIMA-GA-TCN,9.557349683444766,13.199931830571522,30.722297006342107,0.8720577913239969
