timestamp,actual_scaled,sarima_pso_tcn_scaled,sarima_ga_tcn_scaled,actual_kwh,sarima_pso_tcn_kwh,sarima_ga_tcn_kwh
2022-09-29 12:00:00,0.21887435645324393,0.3032487691543624,0.31844561781506986,49.210975624140815,68.18143536195355,71.59824380458895
2022-09-29 13:00:00,0.2439688260660769,0.20054090611504843,0.19023892871903708,54.85313193897466,45.088944188758546,42.77268217099283
2022-09-29 14:00:00,0.1849797040935746,0.2582665431228371,0.2511462318626137,41.59021575948882,58.06778264983303,56.46687576635351
2022-09-29 15:00:00,0.2505989314424851,0.19973354385787878,0.19444410102064047,56.34382257697824,44.90741956887502,43.71815899606678
2022-09-29 16:00:00,0.36709379512377466,0.29785499880662625,0.2914335343112654,82.53613669661883,66.9687181418741,65.52493761923442
2022-09-29 17:00:00,0.38530176095936103,0.3923601051555734,0.400274886726008,86.62995461763984,88.21692903444779,89.99646195573023
2022-09-29 18:00:00,0.34537538150809705,0.369817118055175,0.39091149427647415,77.65304148000567,83.14843948332026,87.89122822684566
2022-09-29 19:00:00,0.2507066203600971,0.26157649314928144,0.29532448050531834,56.36803499174199,58.81198070349252,66.39976490102833
2022-09-29 20:00:00,0.14697072947262843,0.13892589777405848,0.146641447094041,33.0444054878797,31.23563253231781,32.97037074315808
2022-09-29 21:00:00,0.06133531303174037,0.08130070952855589,0.08523057786904814,13.790425901943465,18.27937863378613,19.16295704033811
2022-09-29 22:00:00,0.033777558224270005,0.023970710361043035,0.018827477717438756,7.594432812290799,5.389494056708375,4.2331068930628994
2022-09-29 23:00:00,0.027821990127961712,0.028328141811275263,0.032470072302007456,6.25540287217104,6.369204317682004,7.300462066279197
2022-09-30 00:00:00,0.023267732171961247,0.023331001875864517,0.02616840648459102,5.231438800314752,5.245664148167211,5.883616676268386
2022-09-30 01:00:00,0.023267732171961247,0.02485362955068742,0.022990920140198816,5.231438800314752,5.588006643672657,5.1692013122495855
2022-09-30 02:00:00,0.023267732171961247,0.028883783136094424,0.028013822146291348,5.231438800314752,6.494132848070543,6.2985337392626635
2022-09-30 03:00:00,0.023267732171961247,0.054487124166559944,0.043439468450021515,5.231438800314752,12.250702104350493,9.766784275965646
2022-09-30 04:00:00,0.023267732171961247,0.03189675525875587,0.03961216907130379,5.231438800314752,7.1715593866892045,8.90626713049273
2022-09-30 05:00:00,0.044698750660332964,0.009285661395748296,0.025155601095517316,10.049917061184315,2.087756939666023,5.655900912204671
2022-09-30 06:00:00,0.12007036202041176,0.08178356931130641,0.08426383453007096,26.99621716457443,18.387943206556855,18.945597713004712
2022-09-30 07:00:00,0.24922304017733213,0.17723522118137783,0.19479988670752948,56.03447180328276,39.848972216894545,43.798152655665056
2022-09-30 08:00:00,0.20532635214937175,0.27298288980552726,0.29527526537010246,46.1648878121315,61.37655664059963,66.38869953522352
2022-09-30 09:00:00,0.33647909956643157,0.30662566427324345,0.3069408722612672,75.65283130979185,68.94068512548643,69.01155543147627
2022-09-30 10:00:00,0.3531871771992868,0.3797821525299173,0.37772065138455446,79.40941940188446,85.38894438566146,84.92544338784009
2022-09-30 11:00:00,0.39188022088864694,0.3303238676539522,0.3308373244157892,88.10903346666723,74.26890962744227,74.38435352228798
2022-09-30 12:00:00,0.43852985815871387,0.38566634948473655,0.387522578752751,98.59758132477448,86.71192747789553,87.12927583583617
2022-09-30 13:00:00,0.3844539144634073,0.4020849523794371,0.4256905672800261,86.43932765739882,90.4034310415218,95.71083826039302
2022-09-30 14:00:00,0.33443636761545903,0.343388886211379,0.3663511276449398,75.1935503146359,77.20640454542651,82.36915783353949
2022-09-30 15:00:00,0.3483851774759603,0.3157051421240276,0.32458117059472263,78.32975390264069,70.98208444898513,72.97774089676942
